,Time,User,Key/Agent,Message
2408,2020-05-31 19:24:08,shukrithis-ubuntu,systemd[2318],' Starting Tracker metadata extractor...\n'
2409,2020-05-31 19:24:08,shukrithis-ubuntu,dbus-daemon[1010],"' [system] Activating via systemd: service name=\'org.freedesktop.fwupd\' unit=\'fwupd.service\' requested by \':1.686\' (uid=1000 pid=3058 comm=""/usr/bin/gnome-software --gapplication-service "" label=""unconfined"")\n'"
2410,2020-05-31 19:24:08,shukrithis-ubuntu,systemd[1],' Starting Firmware update daemon...\n'
2411,2020-05-31 19:24:08,shukrithis-ubuntu,systemd[2318],' Started Tracker metadata extractor.\n'
2412,2020-05-31 19:24:09,shukrithis-ubuntu,systemd[2318],' Started GNOME Shell on X11.\n'
2413,2020-05-31 19:24:09,shukrithis-ubuntu,systemd[2318],' Reached target GNOME Shell on X11.\n'
2414,2020-05-31 19:24:09,shukrithis-ubuntu,systemd[2318],' Reached target GNOME X11 Session.\n'
2415,2020-05-31 19:24:09,shukrithis-ubuntu,systemd[2318],' Reached target GNOME X11 Session (session: ubuntu).\n'
2416,2020-05-31 19:24:15,shukrithis-ubuntu,systemd[1],' Started Firmware update daemon.\n'
2417,2020-05-31 19:24:18,shukrithis-ubuntu,systemd[2318],' tracker-extract.service: Succeeded.\n'
2418,2020-05-31 19:24:39,shukrithis-ubuntu,systemd[2318],' tracker-store.service: Succeeded.\n'
2419,2020-05-31 19:24:50,shukrithis-ubuntu,systemd[1],' Reached target Sleep.\n'
2420,2020-05-31 19:24:50,shukrithis-ubuntu,systemd[1],' Starting Suspend...\n'
2421,2020-05-31 19:24:51,shukrithis-ubuntu,systemd-sleep[16070],' Suspending system...\n'
2422,2020-05-31 19:24:58,shukrithis-ubuntu,systemd[1],' Condition check resulted in Daily apt download activities being skipped.\n'
2423,2020-05-31 19:24:58,shukrithis-ubuntu,systemd[1],' Starting Load/Save RF Kill Switch Status...\n'
2424,2020-05-31 19:24:58,shukrithis-ubuntu,systemd[1],' Stopped target Bluetooth.\n'
2425,2020-05-31 19:24:58,shukrithis-ubuntu,systemd[1],' Started Load/Save RF Kill Switch Status.\n'
2426,2020-05-31 19:24:58,shukrithis-ubuntu,systemd-sleep[16070],' System resumed.\n'
2427,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' Reached target Bluetooth.\n'
2428,2020-05-31 19:24:59,shukrithis-ubuntu,systemd-sleep[16070],' /dev/sda:\n'
2429,2020-05-31 19:24:59,shukrithis-ubuntu,systemd-sleep[16070],'  setting Advanced Power Management level to 0x80 (128)\n'
2430,2020-05-31 19:24:59,shukrithis-ubuntu,systemd-sleep[16070],'  APM_level#011= 128\n'
2431,2020-05-31 19:24:59,shukrithis-ubuntu,systemd-sleep[16070],' /dev/sda:\n'
2432,2020-05-31 19:24:59,shukrithis-ubuntu,systemd-sleep[16070],'  setting standby to 36 (3 minutes)\n'
2433,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' systemd-suspend.service: Succeeded.\n'
2434,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' Started Suspend.\n'
2435,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' Stopped target Sleep.\n'
2436,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' Reached target Suspend.\n'
2437,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' Stopped target Suspend.\n'
2438,2020-05-31 19:24:59,shukrithis-ubuntu,gsd-sharing[2673],' Failed to StopUnit service: GDBus.Error:org.freedesktop.systemd1.NoSuchUnit: Unit gnome-user-share-webdav.service not loaded.\n'
2439,2020-05-31 19:24:59,shukrithis-ubuntu,systemd[1],' Starting Network Manager Script Dispatcher Service...\n'
